id,title,type,seasons,runtime,release_year,age_certification,description
ts34299,Lost Universe,SHOW,1.0,23,1998,nan,"Kane Blueriver and his AI companion Canal Vorfeed are trouble contractors, taking on jobs that require their special skills. Their jobs vary from armed escort, to patrol duty, to the capturing of dangerous criminals. Millennium Feria Nocturne is a private eye who has to be the best at everything.

When the three of them get together, they run into one mess after another, gradually uncovering more of a mystery that ties the legendary Lost Ships to all of their pasts, bringing them closer and closer to a discovery that something called Nightmare would rather not have them find..."
ts25474,Tama and Friends,SHOW,2.0,24,1993,TV-G,"Tama, and Momo have adventures with other cats and dogs."
ts31051,Space Pirate Mito,SHOW,2.0,24,1999,TV-14,"Most teenage boys have enough trouble just dealing with the pressures of school and dating, but 15-year-old Aoi Mitsukuni's life becomes exponentially more complicated when his mom returns from a long ""business trip."" He discovers that not only is his beautiful mother actually an alien, but she's the notorious Space Pirate Mito to boot!

To make matters worse, the girl Aoi likes at school is actually a secret Galactic Patrol agent attempting to find and arrest his mother. No one ever said being a teenager in love was easy!"
ts13335,DNA²,SHOW,1.0,25,1994,TV-14,"Karin, a DNA operator from the future, is on a mission to change the course of History by stopping Junta Momonari from becoming the Mega-Playboy who fathered 100 children and led to the overpopulation of the world. But Junta is no playboy; in fact he is allergic to girls. But when Karin shoots him with the wrong DNA-altering bullet, he starts sporadically becoming the Mega-Playboy capable of charming any woman. Karin must try to restore the situation to normal before the change to Mega-Playboy becomes irreversible."
ts27163,VS Knight Lamune & 40 Fire,SHOW,1.0,22,1996,nan,"VS Knight Lamune & 40 Fire is a Japanese anime, and manga television series, sequel to 1990s NG Knight Lamune & 40. The character designer for the series was Tsukasa Kotobuki, noted for Saber Marionette. The show lasted for 26 episodes; the story of which follows the adventures of ""Lamunedo"" the son of Lamune.

The main mecha of the series, Kaizer Fire, was featured in the 2011 video game Another Century's Episode Portable noted as being the only true super robot in the otherwise real robot cast."
ts30997,Gokudo,SHOW,1.0,22,1999,nan,"Gokudo is an adventurer by heart, his only goals being to get all the money and hot babes in the world. After being told by an old hag in a local bar that an evil king seeks to harm him, he is set forth unknowingly on a hilarious adventure filled with a gender changing genie, demon prince, and sword wielding enemies galore. The story thickens later on when Gokudo and friends find out the real reason for their series of events."
ts87877,Eat-Man '98,SHOW,1.0,23,1998,nan,"Bolt Crank, the World's Greatest Mercenary, who has the ability to eat any object, mostly metal and weapons. When the time comes, he can reproduce those weapons and items in his right hand."
ts40280,Princess Nine,SHOW,1.0,25,1998,TV-PG,"Keiko Himuro, Chairman of the Kisuragi School, puts together an all-girl baseball team led by Ryo Hayakawa, daughter of a legendary pitcher, in hopes of proving that girls can compete just as well as boys. Their goal: Koshien stadium, where only the best teams get the opportunity to play."
ts2961,Eat-Man,SHOW,2.0,24,1997,TV-14,"Eat-Man is a Japanese manga series created by Akihito Yoshitomi in 1996 which was serialized by MediaWorks monthly in 19 volumes until 2002 manga magazine Dengeki Comic Gao!. In 1997 Studio Deen adapted the manga into a 12 episode anime television series which was broadcast in Japan from January 1 to March 27, 1997 on TV Tokyo. A sequel, Eat-Man '98, was also animated by Studio Deen and ran from October 8 to December 23, 1998. Both anime series are licensed in North America by Bandai Entertainment and the manga series was licensed by Viz Communications before it was dropped."
ts21482,Fullmetal Alchemist: Brotherhood,SHOW,1.0,29,2009,TV-14,"Edward and Alphonse Elric's reckless disregard for alchemy's fun­damental laws ripped half of Ed's limbs from his body and left Al's soul clinging to a cold suit of armor. To restore what was lost, the brothers scour a war-torn land for the Philosopher's Sto­ne, a fabled relic which grants the ability to perform alchemy in impossible ways.

The Elrics are not alone in their search; the corrupt State Military is also eager to harness the artifact's power. So too are the strange Homunculi and their shadowy creator. The mythical gem lures exotic alchemists from distant kingdoms, scarring some deeply enough to inspire murder. As the Elrics find their course altered by these enemies and allies, their purpose remains unchanged – and their bond unbreakable."
ts22069,Naruto Shippūden,SHOW,24.0,23,2007,TV-14,"Naruto Shippuuden is the continuation of the original animated TV series Naruto.The story revolves around an older and slightly more matured Uzumaki Naruto and his quest to save his friend Uchiha Sasuke from the grips of the snake-like Shinobi, Orochimaru. After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work, though it will not be easy, as He has amassed a few (more dangerous) enemies, in the likes of the shinobi organization; Akatsuki."
ts11313,DEATH NOTE,SHOW,1.0,24,2006,TV-14,"Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?"
ts20305,Naruto,SHOW,6.0,23,2002,TV-PG,"In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!"
ts15151,Bleach,SHOW,16.0,24,2004,TV-14,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever. Now, with a newfound wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil."
ts31799,Samurai Champloo,SHOW,1.0,23,2004,TV-MA,"Break-dancing but fierce warrior Mugen has to deal with the cold-blooded and conceited Jin, a samurai who believes he is above all. These sworn enemies are brought together by Fuu for a special task."
ts20513,Fairy Tail,SHOW,9.0,24,2009,TV-14,"Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail."
ts35155,Gurren Lagann,SHOW,1.0,24,2007,TV-14,"In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads."
ts26050,Mushi-Shi,SHOW,3.0,24,2005,TV-14,"Ginko, a Mushi master, travels from place to place researching the Mushi and helping people who are suffering because of it."
ts29406,Gintama,SHOW,12.0,24,2006,TV-14,"In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can."
ts20548,Monogatari,SHOW,12.0,25,2009,TV-14,"Although there are still traces of the brief period he became a vampire, third-year high school student Koyomi Araragi is human again. He happens upon others with their own supernatural problems and finds that he can empathize. Koyomi becomes involved in their lives, seeking to help them and occasionally asking for advice from Meme Oshino, the homeless man who helped him become human again."
ts22017,Mobile Suit Gundam 00,SHOW,2.0,24,2007,TV-MA,"The year is 2307 A.D. Although fossil fuels have been depleted, humanity has obtained a new source of energy to replace them, in the form of a large-scale solar power generation system based on three huge orbital elevators. However, the benefits of this system are available only to a handful of major powers and their allies. In this world of never-ending conflict, a private armed organization appears, dedicated to the elimination of war through armed force. Its name is Celestial Being, and it is in possession of ""Gundam"" mobile suits."
